Acoustic/Folk_0,Alt_Music_1,Blues_2,Bollywood_3,Country_4,HipHop_5,Indie Alt_6,Instrumental_7,Metal_8,Pop_9,Rock_10
0.0024166183009138994,0.03937232812732585,0.01986839453847825,0.0016176652286301067,0.0015890106435422356,0.010918198345296306,0.06648429841666195,0.002404897905696859,0.046503994120133105,0.05366218038578134,0.7551624139875401
0.0017355425671163691,0.049658834190799285,0.013359870043666391,0.0011625753536765855,0.00113761610906364,0.008368052504008605,0.06484135641339803,0.0017260194826371744,0.6113970681854783,0.026286156189491715,0.22032690896066381
0.0029654237359780706,0.06403276089894021,0.014149413359682303,0.0019886978248625196,0.001947878801231605,0.07473276337502244,0.061284303472301224,0.002947736856361031,0.021425187481613966,0.5258871680167083,0.22863866617729833
0.001887406681306163,0.04368528751541345,0.008709473685282217,0.0012657488089156883,0.0012397686776478808,0.0136855788733316,0.04063105076157481,0.0018761494925423293,0.015114153941129596,0.7534185093823824,0.11848687218047398
0.10904595064358454,0.02082970929761977,0.021426208234846783,0.014496452592435007,0.07103804262967545,0.01630531415615669,0.028340846123026175,0.005870719889215022,0.10685760012991691,0.18136124409240317,0.42442791221112036
0.0027037813765841624,0.24948578240395144,0.025744779579724417,0.001810654476800306,0.0017758014980958727,0.027071800032026052,0.2851557393165708,0.0026918660640505064,0.23631806070191835,0.05223837061178479,0.11500336393849325
0.006668294192388536,0.150458195892742,0.036782735936423644,0.004463758308792562,0.004384788994735899,0.05397088261393228,0.2430693962513859,0.006636185801031557,0.0361082292216976,0.14111530065971822,0.31634223212715173
0.0021885722831610924,0.04970583178300498,0.03356769155096511,0.0014637291448277693,0.001436066373713538,0.012979610894304803,0.06678653140743863,0.002178835654349041,0.33606073047731533,0.029796322364770127,0.46383607806614957
0.003763478508212083,0.13294876472843647,0.031158638946998784,0.002517439852218843,0.0024716441007351445,0.023766604046930095,0.15494123939210153,0.0037453372818957204,0.07270005044672768,0.08878089389540551,0.48320590880033826
0.00519796133373987,0.05301133870419642,0.24777171579600057,0.0034795170133237424,0.0034179601249838387,0.026624517307735834,0.20882004371464688,0.00517293271743307,0.028348290696580587,0.06532317786980557,0.35283254472155356
0.003557994022732457,0.11901593179989944,0.0207688377831699,0.002377478994311337,0.002334514088620928,0.030263907222344722,0.26586900392548163,0.0035368956635105646,0.08697165736121847,0.07040002956444859,0.39490374957426216
0.004262503331627267,0.13904482037263066,0.12408221767747071,0.002853321121393406,0.0028028424000665843,0.020098548756024206,0.1941935118234964,0.004241979023433347,0.022595966257047566,0.0732814622316711,0.4125428270051388
0.00307655754687613,0.07203063973682107,0.01466253395714455,0.0020577758609001094,0.002020721117337643,0.01546392358712405,0.10721483662105392,0.0030612680170259946,0.24470347323748576,0.03572357694947302,0.4999846933687577
0.001082822294062748,0.013993250086269593,0.009690610445149185,0.0007240963402346128,0.0007092591493088411,0.8319561042674484,0.058184189386854,0.0010771153990978353,0.006028732063134714,0.045864249581101336,0.03068957098733864
0.0026872820069798937,0.1224655682159707,0.013844313150389172,0.0017988531594531755,0.0017665423041583741,0.015160959181933003,0.21627411889767809,0.0026736890468925614,0.1367807181682439,0.05289398594634149,0.43365396992195976
0.0036659536728432442,0.056915500193520575,0.026021055869840888,0.00244907965562305,0.0024053096095234725,0.06368111604725094,0.10912536884959091,0.0036475133993519506,0.2083816267133035,0.06440275922553934,0.4593047167636122
0.004449985792359376,0.057684707494837284,0.06174719505841553,0.0029788141733268717,0.002926101139940659,0.033150526221802805,0.1559035984722435,0.004428525719383227,0.048080146827651056,0.13070421267024526,0.4979461864297944
0.0016283444486566473,0.04755255656205822,0.012801404133845862,0.001088971564321739,0.0010682320052112573,0.013199342781634999,0.053782742582102354,0.00161989196384273,0.5688380946042004,0.023029721380568535,0.2753906979735573
0.0034690055361370473,0.10140108534873805,0.04329433214654486,0.002320288865729134,0.002278546394283182,0.015594738873084185,0.14263416739770593,0.0034518574296482254,0.1941932037512749,0.03260363775301944,0.45875913650383515
0.02032353520324703,0.011691466585486024,0.009750958738586673,0.0840659435813844,0.031046916950934877,0.04451822299822953,0.018990606041613716,0.004288523992745001,0.011216847094484264,0.6787708982535802,0.0853360805597083
0.19194548904287306,0.02886496171312182,0.08889346607842176,0.04670208599552491,0.1268376571139693,0.028132247564202642,0.046651320697927955,0.009649707552192865,0.025987364631270417,0.2467761522759311,0.159559547334564
0.0037499540262015503,0.10057082265263698,0.017103981540213167,0.0025102204490548338,0.0024658115959584645,0.019870758027928127,0.13538268023278785,0.003731897685558783,0.04493563114909829,0.04914234553880619,0.6205358971017557
0.0018041421921333926,0.021602933888039796,0.6184923607031091,0.0012076785525521304,0.0011862862847142372,0.03827772566474534,0.05100149366355465,0.0017953922544574493,0.018772894886422403,0.1198767868428999,0.12598230506737168
0.0036997445439677203,0.1093578123989727,0.07417703061843278,0.002477758103439624,0.0024302323784407744,0.03388509485489119,0.5496294405086682,0.00368392234490372,0.01847720962807879,0.08873616495545426,0.11344558966475014
0.004227815055612308,0.2446001414521397,0.0219512191466127,0.0028303903553833,0.0027770447568578097,0.03326383597679269,0.3821995739748138,0.004202840102971012,0.02338336892466634,0.11372384300084466,0.16683992725330585
0.002724208337384253,0.05057191023028307,0.03197371023847214,0.001823567335750296,0.0017913076592119806,0.01550816295443853,0.08684655009024747,0.0027110428750872742,0.5130674531982647,0.022069467808230527,0.27091261927262955
0.0033477557666078688,0.1347788323828668,0.22401056932909447,0.002242050134913803,0.0021988808552924743,0.021536493228189544,0.2298645281639913,0.003331162669688061,0.03361908572162219,0.052691560073763875,0.29237908167396975
0.017627619683052473,0.003999478213963937,0.005459126761008424,0.8926318110088125,0.004000896816725119,0.004538548412079184,0.0071833345508392505,0.0017865269754335884,0.0036735850983721017,0.02586358932628502,0.033235483153428155
0.002649558925829339,0.06970936685864974,0.015353026051955232,0.0017738699529868457,0.001738972619737188,0.013994470051453097,0.054315846618138534,0.0026344363987739045,0.31065885378021296,0.10253939263661446,0.4246322061056488
0.0028972705063966975,0.0920438669365993,0.024022915966841706,0.0019376951688124691,0.001900960999965019,0.015186487861927578,0.08027496280856836,0.0028841853552633904,0.3975290567462879,0.027192457921681186,0.35413013972765656
0.003360083028383086,0.07659747771232686,0.022698445660552076,0.002249240675868484,0.002209448872407305,0.016546774214491647,0.12587478154331463,0.0033439039490331664,0.03681934474454921,0.04515211143436523,0.6651483881647084
0.0008798772976430587,0.01741701565137537,0.006791955901011778,0.0005893970449822967,0.0005767433232486148,0.004411491124714186,0.0218828175999944,0.0008750493285712883,0.8458876692821456,0.009757893890838684,0.09093008955547469
0.004328956884808322,0.043474117362532816,0.26658762295814104,0.002897769592386625,0.002846439821627811,0.05204640658918698,0.14642130670347495,0.004307961808528261,0.026088626992731834,0.2249564076914095,0.22604438359517198
0.09493554843829478,0.014142235880863965,0.04922184238333774,0.027019214983165448,0.012073966998510838,0.03739952918858451,0.024729781526777912,0.005947676753506707,0.017864753715927887,0.5560414646703137,0.1606239854607164
0.0022463740663776688,0.03193233265543995,0.010277634546341828,0.0015064825864285452,0.0014755612732324408,0.028704378884191927,0.0596932410496337,0.0022329758638864653,0.011279166266882905,0.7428542938469092,0.10779755896067546
0.0034959225242375148,0.06503133188442732,0.23211360247938773,0.0023401716787289327,0.002298771195221563,0.019077679411166715,0.13881296060561585,0.003479089366412832,0.03554284390257574,0.12308312578819508,0.37472450116403067
0.0011652061600913928,0.02617927120960882,0.00884016388819043,0.000780528227507057,0.0007637711244977351,0.005656352659398112,0.045117395023995435,0.00115881256485007,0.7139013959505526,0.012591430298513695,0.18384567289279466
